"97",97,"(0,0.73)","4.63861e-04","5.02780e-01"
"98",98,"(0,0.77)","4.76250e-04","5.19434e-01"
"99",99,"(0,0.7)","2.73012e-04","3.04410e-01"
"100",100,"(0,0.69)","5.55113e-04","6.28707e-01"
"101",101,"(0,0.9)","2.54769e-04","2.85930e-01"
"102",102,"(0,0.8)","5.68964e-04","6.55479e-01"
"103",103,"(0,0.73)","4.91502e-04","5.83346e-01"
"104",104,"(0,0.7)","2.88610e-05","4.55639e-02"
"105",105,"(0,0.78)","2.86555e-05","4.70201e-02"
"106",106,"(0,0.74)","4.17964e-04","5.23384e-01"
"107",107,"(0,0.81)","3.95525e-04","4.92636e-01"
"108",108,"(0,0.8)","1.45759e-04","1.82463e-01"
"109",109,"(0,0.76)","7.74852e-04","1.06626e+00"
"110",110,"(0,0.84)","3.72138e-04","4.83331e-01"
"111",111,"(0,0.73)","1.45268e-04","1.93603e-01"
"112",112,"(0,0.73)","7.24177e-04","1.02108e+00"
"113",113,"(0,0.69)","1.88359e-04","2.46911e-01"
"114",114,"(0,0.97)","2.00050e-04","2.78243e-01"
"115",115,"(0,0.71)","5.07795e-05","7.20837e-02"
"116",116,"(0,0.84)","2.43588e-05","4.36952e-02"
"117",117,"(0,0.67)","7.07799e-05","1.00511e-01"
"118",118,"(0,0.82)","4.19228e-04","5.92122e-01"
"119",119,"(0,0.68)","1.54174e-04","2.22263e-01"
"120",120,"(0,0.76)","3.12752e-05","4.97329e-02"
"121",121,"(0,0.69)","2.02913e-04","3.01980e-01"
"122",122,"(0,0.77)","6.78458e-04","1.11185e+00"
"123",123,"(0,0.78)","2.88505e-04","4.46187e-01"
"124",124,"(0,0.72)","2.50125e-04","3.92771e-01"
"125",125,"(0,0.82)","2.51687e-05","4.37134e-02"
"126",126,"(0,0.76)","3.57347e-04","5.73576e-01"
"127",127,"(0,0.8)","3.18145e-04","5.13652e-01"
"128",128,"(0,0.91)","4.10474e-04","6.75747e-01"
"129",129,"(0,0.74)","3.33589e-04","5.56228e-01"
"130",130,"(0,0.72)","5.54986e-04","9.60839e-01"
"131",131,"(0,0.6)","1.19094e-04","2.02296e-01"
"132",132,"(0,0.8)","9.29635e-05","1.56502e-01"
"133",133,"(0,0.78)","4.41172e-05","7.51732e-02"
"134",134,"(0,0.84)","4.74998e-04","8.44737e-01"
"135",135,"(0,0.77)","3.91857e-04","7.12207e-01"
"136",136,"(0,0.7)","3.42616e-04","6.24728e-01"
"137",137,"(0,0.79)","2.22638e-04","3.97191e-01"
"138",138,"(0,0.74)","2.68629e-04","4.88428e-01"
"139",139,"(0,0.71)","3.78826e-04","7.14501e-01"
"140",140,"(0,0.69)","4.44340e-04","8.77261e-01"
"141",141,"(0,0.73)","2.26516e-04","4.28611e-01"
"142",142,"(0,0.81)","5.49640e-04","1.12472e+00"
"143",143,"(0,0.68)","5.70640e-05","1.06570e-01"
"144",144,"(0,0.86)","3.90899e-04","7.59333e-01"
"145",145,"(0,0.68)","1.87830e-05","4.54349e-02"
"146",146,"(0,0.64)","3.25847e-04","6.65494e-01"
"147",147,"(0,0.78)","9.62094e-05","1.87924e-01"
"148",148,"(0,0.71)","1.26900e-04","2.55854e-01"
"149",149,"(0,0.7)","2.28060e-04","4.67550e-01"
"150",150,"(0,0.75)","7.09986e-05","1.48625e-01"
"151",151,"(0,0.79)","3.72028e-04","8.23215e-01"
"152",152,"(0,0.84)","3.07729e-04","6.53515e-01"
"153",153,"(0,0.74)","2.88626e-04","6.18005e-01"
"154",154,"(0,0.73)","6.48538e-05","1.40576e-01"
"155",155,"(0,0.7)","2.32641e-04","5.22028e-01"
"156",156,"(0,0.85)","3.01519e-04","6.72908e-01"
"157",157,"(0,0.82)","2.94404e-04","6.45960e-01"
"158",158,"(0,0.88)","3.07407e-04","6.88342e-01"
"159",159,"(0,0.78)","1.57796e-04","3.49576e-01"
"160",160,"(0,0.72)","2.49662e-04","5.64433e-01"
"161",161,"(0,0.81)","5.09965e-04","1.31593e+00"
"162",162,"(0,0.86)","2.10131e-04","4.84809e-01"
"163",163,"(0,0.73)","2.04245e-04","4.78010e-01"
"164",164,"(0,0.77)","1.10734e-04","2.55413e-01"
"165",165,"(0,0.79)","1.72027e-04","4.06390e-01"
"166",166,"(0,0.79)","1.96144e-04","4.70229e-01"
"167",167,"(0,0.79)","1.31863e-04","3.18451e-01"
"168",168,"(0,0.7)","1.63771e-04","3.99009e-01"
"169",169,"(0,0.75)","7.51442e-05","1.85576e-01"
"170",170,"(0,0.69)","3.18558e-04","8.10174e-01"
"171",171,"(0,0.72)","1.04302e-04","2.59782e-01"
"172",172,"(0,0.85)","5.08363e-05","1.29588e-01"
"173",173,"(0,0.73)","1.07045e-04","2.76063e-01"
"174",174,"(0,0.71)","5.84190e-05","1.52596e-01"
"175",175,"(0,0.82)","9.03899e-05","2.31899e-01"
"176",176,"(0,0.8)","3.56539e-04","9.65444e-01"
"177",177,"(0,0.69)","6.39430e-05","1.73622e-01"
"178",178,"(0,0.83)","9.37098e-05","2.46662e-01"
"179",179,"(0,0.67)","3.48719e-05","9.38969e-02"
"180",180,"(0,0.81)","4.81926e-04","1.50193e+00"
"181",181,"(0,0.77)","2.08263e-04","5.72736e-01"
"182",182,"(0,0.74)","7.99508e-05","2.17013e-01"
"183",183,"(0,0.78)","7.40885e-05","2.05390e-01"
"184",184,"(0,0.73)","1.62092e-04","4.50604e-01"
"185",185,"(0,0.83)","1.58787e-04","4.42955e-01"
"186",186,"(0,0.81)","2.94991e-04","8.74186e-01"
"187",187,"(0,0.78)","1.84676e-04","5.18213e-01"
"188",188,"(0,0.76)","1.65276e-04","4.77634e-01"
"189",189,"(0,0.73)","6.73686e-05","1.94417e-01"
"190",190,"(0,0.85)","2.83841e-04","8.66703e-01"
"191",191,"(0,0.76)","3.24348e-04","1.01408e+00"
"192",192,"(0,0.72)","1.59845e-05","5.02286e-02"
"193",193,"(0,0.86)","1.86725e-04","5.63587e-01"
"194",194,"(0,0.89)","1.11954e-04","3.37824e-01"
"195",195,"(0,0.84)","2.13235e-04","6.57908e-01"
"196",196,"(0,0.74)","2.93880e-04","9.59480e-01"
"197",197,"(0,0.8)","1.07768e-04","3.31667e-01"
"198",198,"(0,0.84)","1.52083e-04","4.78706e-01"
"199",199,"(0,0.9)","2.86084e-04","9.22925e-01"
"200",200,"(0,0.77)","3.06149e-04","1.02880e+00"
