1 1   (0.03,0.44) 2.40039e+00 5.07709e+00
     
51 51      (0,0.66) 2.85310e-04 6.04510e-01
     
52 52      (0,0.77) 1.76441e-04 3.85020e-01
     
53 53       (0,0.6) 1.91795e-04 4.32376e-01
     
54 54      (0,0.56) 4.45041e-04 1.10319e+00
     
55 55      (0,0.56) 1.06893e-04 2.70794e-01
     
56 56      (0,0.62) 6.87931e-05 1.92594e-01
     
57 57       (0,0.6) 1.94794e-04 5.08773e-01
     
58 58      (0,0.56) 2.71699e-04 7.56921e-01
     
59 59      (0,0.54) 1.50975e-04 4.22678e-01
     
60 60      (0,0.52) 2.23193e-04 6.94811e-01
     
61 61      (0,0.55) 3.11453e-04 1.00474e+00
     
62 62      (0,0.57) 2.57484e-04 8.43348e-01
     
63 63      (0,0.68) 8.44252e-05 2.88287e-01
     
64 64      (0,0.52) 1.81119e-04 6.18983e-01
     
65 65      (0,0.56) 1.09502e-04 3.79212e-01
     
66 66      (0,0.47) 2.07441e-04 7.60021e-01
     
67 67      (0,0.61) 1.01358e-04 3.67928e-01
     
68 68      (0,0.61) 6.96885e-05 2.70430e-01
     
69 69      (0,0.54) 5.14177e-05 2.09858e-01
     
70 70      (0,0.67) 2.12043e-04 8.69253e-01
     
71 71      (0,0.52) 1.51399e-04 6.52819e-01
     
72 72      (0,0.54) 9.57576e-05 4.09289e-01
     
73 73      (0,0.61) 1.30356e-04 5.58462e-01
     
74 74      (0,0.58) 1.14843e-04 5.17000e-01
     
75 75       (0,0.6) 1.47841e-04 6.78698e-01
     
76 76      (0,0.55) 1.22603e-04 5.75270e-01
     
77 77      (0,0.56) 1.39289e-04 6.95866e-01
     
78 78      (0,0.57) 1.05328e-04 5.13020e-01
     
79 79      (0,0.56) 6.64941e-05 3.35086e-01
     
80 80      (0,0.63) 1.58111e-04 8.58418e-01
     
81 81      (0,0.65) 5.01364e-05 2.64660e-01
     
82 82      (0,0.61) 1.74943e-04 1.02581e+00
     
83 83      (0,0.51) 1.30398e-04 7.63687e-01
     
84 84      (0,0.68) 9.13216e-05 5.19324e-01
     
85 85      (0,0.73) 1.56023e-04 9.09133e-01
     
86 86      (0,0.56) 3.56465e-05 2.19672e-01
     
87 87      (0,0.65) 1.10024e-04 6.71046e-01
     
88 88      (0,0.58) 1.04236e-04 6.63379e-01
     
89 89      (0,0.75) 1.94060e-05 1.40187e-01
     
90 90      (0,0.59) 1.37904e-04 9.67269e-01
     
91 91      (0,0.57) 5.28439e-05 3.58521e-01
     
92 92      (0,0.59) 1.57890e-04 1.18688e+00
     
93 93      (0,0.65) 3.42981e-05 2.41114e-01
     
94 94      (0,0.62) 7.15393e-05 5.29073e-01
     
95 95      (0,0.75) 1.01969e-04 7.50880e-01
