"1",1,"(0.09,0.68)","8.49024e-01","1.37332e+00"
"2",2,"(0.01,0.61)","3.87460e-01","1.15706e+00"
"3",3,"(0.08,0.62)","6.39824e-02","3.07993e-01"
"4",4,"(0.03,0.77)","2.55908e-01","1.45690e+00"
"5",5,"(0.06,0.68)","1.02905e-01","6.98577e-01"
"6",6,"(0.02,0.61)","1.79184e-02","1.83663e-01"
"7",7,"(0.03,0.73)","1.42641e-02","1.63062e-01"
"8",8,"(0,0.97)","1.12361e-01","1.20036e+00"
"9",9,"(0.03,0.83)","2.64380e-02","3.18123e-01"
"10",10,"(0.01,0.58)","4.50972e-02","6.52739e-01"
"11",11,"(0.03,0.7)","3.53079e-02","5.48535e-01"
"12",12,"(0.02,0.59)","3.62325e-02","6.29155e-01"
"13",13,"(0.01,0.59)","3.52377e-02","7.13432e-01"
"14",14,"(0,0.89)","2.29669e-02","4.43309e-01"
"15",15,"(0.02,0.93)","5.44839e-02","1.22616e+00"
"16",16,"(0.03,0.79)","1.05016e-02","2.25431e-01"
"17",17,"(0.01,0.8)","4.11644e-02","9.66694e-01"
"18",18,"(0.04,0.7)","8.15795e-03","2.04903e-01"
"19",19,"(0,0.75)","1.49138e-02","3.90095e-01"
"20",20,"(0.01,0.66)","1.25146e-02","3.73523e-01"
"21",21,"(0.03,0.79)","3.14276e-02","9.65985e-01"
"22",22,"(0.01,0.78)","1.32457e-02","4.11781e-01"
"23",23,"(0,0.77)","1.98469e-03","6.26906e-02"
"24",24,"(0.03,0.69)","2.07037e-02","7.57980e-01"
"25",25,"(0,0.82)","1.21159e-02","4.13852e-01"
"26",26,"(0.03,0.9)","1.88422e-02","6.99752e-01"
"27",27,"(0.02,0.8)","2.89064e-02","1.13213e+00"
"28",28,"(0,0.89)","2.20698e-02","8.60627e-01"
"29",29,"(0.01,0.82)","1.78052e-02","7.49050e-01"
"30",30,"(0.01,0.89)","4.24135e-03","1.71333e-01"
"31",31,"(0.02,0.91)","1.84436e-03","7.75262e-02"
"32",32,"(0,0.93)","1.26133e-02","5.57914e-01"
"33",33,"(0.03,0.78)","2.98576e-03","1.15805e-01"
"34",34,"(0,0.82)","4.41334e-03","2.08085e-01"
"35",35,"(0,0.76)","8.39413e-03","4.01762e-01"
"36",36,"(0.02,0.68)","2.31065e-02","1.37363e+00"
"37",37,"(0,0.9)","8.52327e-03","3.86509e-01"
"38",38,"(0.01,0.83)","2.66484e-02","1.74044e+00"
"39",39,"(0.01,0.86)","6.24167e-04","4.38224e-02"
